accession	nid	size	phylum	genus	species	strain	trophic	pathogenic
AB031220	AB031220.1 GI:57622	591	Bacteroidetes/Chlorobi	Flavobacterium	columnare	JIP 08-94	h	u
AJ390581	AJ390581.1 GI:98446	523	Proteobacteria	Pseudomonas	stutzeri	JM300	h	u
AF291419	AF291419.1 GI:15077	278	Firmicutes	Streptococcus	agalactiae	JM9	h	p
AB008745	g3355905	357	Crenarchaeota	Aeropyrum	pernix	K1	h	u
M20397	g147937	431	Proteobacteria	Escherichia	coli	K-12	h	p
M20399	g147940	354	Proteobacteria	Escherichia	coli	K-12	h	p
D12649	g216643	446	Proteobacteria	Escherichia	coli	K-12	h	p
AE000129	AE000129.1 GI:17863	446	Proteobacteria	Escherichia	coli	K-12 MG1655	h	p
AE000345	AE000345.1 GI:17889	430	Proteobacteria	Escherichia	coli	K-12 MG1655	h	p
AE000406	AE000406.1 GI:23672	437	Proteobacteria	Escherichia	coli	K-12 MG1655	h	p
AE000452	AE000452.1 GI:17901	411	Proteobacteria	Escherichia	coli	K-12 MG1655	h	p
AE000460	AE000460.1 GI:23673	494	Proteobacteria	Escherichia	coli	K-12 MG1655	h	p
AE000471	AE000471.1 GI:17904	440	Proteobacteria	Escherichia	coli	K-12 MG1655	h	p
AE000474	AE000474.1 GI:17904	355	Proteobacteria	Escherichia	coli	K-12 MG1655	h	p
U00006	U00006.1 GI:409785	440	Proteobacteria	Escherichia	coli	K-12 MG1655	h	p
L10328	L10328.1 GI:290484	353	Proteobacteria	Escherichia	coli	K-12 MG1655	h	p
U73397	g1657900	185	Actinobacteria	Saccharomonospora	azurea	K161	h	u
U73400	g1657903	185	Actinobacteria	Saccharomonospora	caesia	K163	h	u
U73402	g1657905	183	Actinobacteria	Saccharomonospora	cyanea	K168	h	u
U73404	g1657919	182	Actinobacteria	Saccharomonospora	glauca	K169	h	u
U73406	g1657921	182	Actinobacteria	Saccharomonospora	glauca	K179	h	u
U73408	g1657931	205	Actinobacteria	Saccharomonospora	sp	K180	h	u
U73410	g1657907	185	Actinobacteria	Saccharomonospora	caesia	K182	h	u
U73412	g1657933	144	Actinobacteria	Saccharomonospora	viridis	K185	h	u
U73414	g1657935	144	Actinobacteria	Saccharomonospora	viridis	K191	h	u
U73416	g1657923	182	Actinobacteria	Saccharomonospora	glauca	K194	h	u
U73418	g1657925	182	Actinobacteria	Saccharomonospora	glauca	K195	h	u
U73420	g1657937	144	Actinobacteria	Saccharomonospora	viridis	K197	h	u
AJ278722	AJ278722.1 GI:12044	448	Proteobacteria	Acidithiobacillus	ferrooxidans	K2	h	n
U73422	g1657909	185	Actinobacteria	Saccharomonospora	caesia	K200	h	u
U73424	g1657927	182	Actinobacteria	Saccharomonospora	glauca	K202	h	u
U73426	g1657939	144	Actinobacteria	Saccharomonospora	viridis	K73	h	u
U73428	g1657911	185	Actinobacteria	Saccharomonospora	caesia	K76	h	u
AJ298752	AJ298752.1 GI:17932	677	Proteobacteria	Nitrosospira	sp	Ka3	h	u
AJ298753	AJ298753.1 GI:17932	694	Proteobacteria	Nitrosospira	sp	Ka4	h	u
AF127579	AF127579.1 GI:13270	513	Proteobacteria	Pseudomonas	tolaasii	KACC10038	h	u
L26364	g431273	906	Proteobacteria	Bartonella	bacilliformis	KC584	h	p
AF017494	g2738841	386	Actinobacteria	Nocardioides	simplex	KCTC 9106	h	u
AF017510	g2738857	386	Actinobacteria	Terrabacter	tumescens	KCTC 9133	h	u
AF017491	g2738838	344	Actinobacteria	Nocardioides	jensenii	KCTC 9134	h	u
AF017470	g2738817	514	Actinobacteria	Nocardioides	albus	KCTC 9186	h	u
AF017492	g2738839	473	Actinobacteria	Nocardioides	luteus	KCTC 9575	h	u
AF017509	g2738856	355	Actinobacteria	Aeromicrobium	fastidiosum	KCTC 9576	h	u
AF489608	AF489608.1 GI:19550	540	Firmicutes	Streptococcus	porcinus	Kiel-1790	h	p
AF489609	AF489609.1 GI:19550	540	Firmicutes	Streptococcus	porcinus	Kiel-63940	h	p
AF489604	AF489604.1 GI:19550	540	Firmicutes	Streptococcus	porcinus	Kiel-9824	h	p
AF074830	g4322234	751	Proteobacteria	Campylobacter	jejuni	KJ7	h	p
AB026695	AB026695.1 GI:67293	274	Actinobacteria	Mycobacterium	kansasii	KPM 1001	h	p
AB026701	AB026701.1 GI:67293	272	Actinobacteria	Mycobacterium	marinum	KPM 1201	h	p
AB026694	AB026694.1 GI:67293	282	Actinobacteria	Mycobacterium	simiae	KPM 1403	h	p
AB026702	AB026702.1 GI:67293	277	Actinobacteria	Mycobacterium	scrofulaceum	KPM 2027	h	p
AB026692	AB026692.1 GI:67293	272	Actinobacteria	Mycobacterium	gordonae	KPM 2201	h	p
AB026693	AB026693.1 GI:67293	275	Actinobacteria	Mycobacterium	gordonae	KPM 2201	h	p
AB026704	AB026704.1 GI:67293	275	Actinobacteria	Mycobacterium	szulgai	KPM 2403	h	p
AB026690	AB026690.1 GI:67293	274	Actinobacteria	Mycobacterium	avium	KPM 3012	h	p
AB026691	AB026691.1 GI:67293	276	Actinobacteria	Mycobacterium	intracellulare	KPM 3101	h	p
AB026696	AB026696.1 GI:67293	274	Actinobacteria	Mycobacterium	malmoense	KPM 3101	h	p
AB026697	AB026697.1 GI:67293	285	Actinobacteria	Mycobacterium	gastri	KPM 3504	h	p
AB026698	AB026698.1 GI:67293	275	Actinobacteria	Mycobacterium	tuberculosis	KPM T021	h	p
AB026699	AB026699.1 GI:67293	275	Actinobacteria	Mycobacterium	africanum	KPM T801	h	p
AB026700	AB026700.1 GI:67293	275	Actinobacteria	Mycobacterium	microti	KPM T901	h	p
AB031588	AB031588.1 GI:58214	371	Firmicutes	Mycoplasma	putrefaciens	KS-1	h	p
D86378	g2077929	546	Proteobacteria	Pseudomonas	syringae	KUZ 8	h	u
D86357	g2077927	531	Proteobacteria	Pseudomonas	syringae	Kw-11	h	u
AJ005555	g3063917	691	Proteobacteria	Nitrosospira	sp	L115	h	u
U68443	g2406566	243	Chlamydiae	Chlamydia	trachomatis	L2/434/BU	h	p
U15186	U15186.1 GI:699323	260	Actinobacteria	Mycobacterium	leprae	L471	h	p
U68435	g1943882	225	Chlamydiae	Chlamydia	pecorum	L71	h	p
AJ237905	AJ237905.1 GI:64917	494	Nitrospirae	Leptospirillum	sp	LA	a	u
AJ422181	AJ422181.1 GI:19571	932	Proteobacteria	Bartonella	bacilliformis	LA6.3	h	p
AF330250	AF330250.1 GI:18033	810	Cyanobacteria	Synechococcus	sp	LBB3	a	n
AF330249	AF330249.1 GI:18033	811	Cyanobacteria	Synechococcus	sp	LBG2	a	n
AF330247	AF330247.1 GI:18033	701	Cyanobacteria	Synechococcus	sp	LBP1	a	n
AB031586	AB031586.1 GI:58214	377	Firmicutes	Mycoplasma	mycoides	LC	h	p
Y13913	g3581875	245	Firmicutes	Phytoplasma	sp	LD	h	p
AF047423	g2905799	235	Proteobacteria	Citrobacter	freundii	LD117	h	u
AF047426	g2905802	198	Proteobacteria	Enterobacter	aerogenes	LD118	h	p
AF047425	g2905801	343	Proteobacteria	Klebsiella	pneumoniae	LD119	h	u
AF047424	g2905800	339	Proteobacteria	Escherichia	blattae	LD120	h	p
AF047422	g2905798	362	Proteobacteria	Escherichia	hermannii	LD123	h	p
AF047421	g2905797	383	Proteobacteria	Escherichia	vulneris	LD127	h	p
AF047420	g2905796	354	Proteobacteria	Escherichia	fergusonii	LD130	h	p
Y13914	g3582022	232	Firmicutes	Phytoplasma	sp	LDG	h	p
Y14174	g3559975	231	Firmicutes	Phytoplasma	sp	LDN	h	p
AF197570	AF197570.1 GI:11640	514	Proteobacteria	Alcanivorax	borkumensis	LE4	h	u
AF197900	AF197900	524	Proteobacteria	Alcanivorax	borkumensis	LE4	h	u
AF197902	AF197902	331	Proteobacteria	Alcanivorax	borkumensis	LE4	h	u
U36943	g1244529	309	Proteobacteria	Piscirickettsia	salmonis	LF-89	h	p
AF353090	AF353090.1 GI:19070	176	Firmicutes	Phytoplasma	broom	LfWB	h	p
AF397697	AF397697.1 GI:18463	665	Cyanobacteria	Prochlorococcus	marinus	LG	a	n
U09380	g794221	481	Actinobacteria	Clavibacter	michiganensis	LGM 7333	h	u
Z28984	g551660	203	Firmicutes	Peptostreptococcus	anaerobius	LK16	h	u
Z29059	g551662	203	Firmicutes	Peptostreptococcus	anaerobius	LK51	h	u
Z29060	g551661	325	Firmicutes	Peptostreptococcus	anaerobius	LK54	h	u
U32969	g1854591	221	Firmicutes	Lactobacillus	delbrueckii	LKT	h	n
AB026210	AB026210.1 GI:66836	311	Actinobacteria	Streptomyces	scabies	LM5MT-2	h	u
AF330248	AF330248.1 GI:18033	911	Cyanobacteria	Synechococcus	sp	LM94	a	n
X87190	g1848165	344	Firmicutes	Enterococcus	faecium	LMA631	h	p
AJ279265	AJ279265.1 GI:93676	984	Proteobacteria	Bradyrhizobium	sp	LMG 10300	h	n
AJ279266	AJ279266.1 GI:93676	792	Proteobacteria	Bradyrhizobium	sp	LMG 10664	h	n
AJ279267	AJ279267.1 GI:93676	792	Proteobacteria	Bradyrhizobium	sp	LMG 10665	h	n
AJ279268	AJ279268.1 GI:93676	883	Proteobacteria	Bradyrhizobium	sp	LMG 10667	h	n
AJ279269	AJ279269.1 GI:93676	883	Proteobacteria	Bradyrhizobium	sp	LMG 10668	h	n
AJ279270	AJ279270.1 GI:93676	894	Proteobacteria	Bradyrhizobium	sp	LMG 10669	h	n
AJ279271	AJ279271.1 GI:93676	882	Proteobacteria	Bradyrhizobium	sp	LMG 10670	h	n
AJ279272	AJ279272.1 GI:93676	883	Proteobacteria	Bradyrhizobium	sp	LMG 10671	h	n
AJ279273	AJ279273.1 GI:93676	884	Proteobacteria	Bradyrhizobium	sp	LMG 10672	h	n
AJ279274	AJ279274.1 GI:93676	883	Proteobacteria	Bradyrhizobium	sp	LMG 10673	h	n
AJ279275	AJ279275.1 GI:93676	882	Proteobacteria	Bradyrhizobium	sp	LMG 10676	h	n
AJ279276	AJ279276.1 GI:93676	792	Proteobacteria	Bradyrhizobium	sp	LMG 10679	h	n
AJ279277	AJ279277.1 GI:93676	792	Proteobacteria	Bradyrhizobium	sp	LMG 10700	h	n
AJ279278	AJ279278.1 GI:93676	792	Proteobacteria	Bradyrhizobium	sp	LMG 10701	h	n
AJ279279	AJ279279.1 GI:93676	792	Proteobacteria	Bradyrhizobium	sp	LMG 10702	h	n
AJ279280	AJ279280.1 GI:93676	840	Proteobacteria	Bradyrhizobium	sp	LMG 10717	h	n
AJ279281	AJ279281.1 GI:93676	792	Proteobacteria	Bradyrhizobium	sp	LMG 10726	h	n
AJ279282	AJ279282.1 GI:93676	792	Proteobacteria	Bradyrhizobium	sp	LMG 10727	h	n
AJ279283	AJ279283.1 GI:93676	792	Proteobacteria	Bradyrhizobium	sp	LMG 10729	h	n
AJ279284	AJ279284.1 GI:93676	814	Proteobacteria	Bradyrhizobium	sp	LMG 11801	h	n
AJ279285	AJ279285.1 GI:93676	987	Proteobacteria	Bradyrhizobium	sp	LMG 11802	h	n
AJ279286	AJ279286.1 GI:93676	1118	Proteobacteria	Bradyrhizobium	sp	LMG 11812	h	n
AJ279287	AJ279287.1 GI:93676	837	Proteobacteria	Bradyrhizobium	sp	LMG 11944	h	n
AJ279288	AJ279288.1 GI:93676	837	Proteobacteria	Bradyrhizobium	sp	LMG 11945	h	n
AJ279289	AJ279289.1 GI:93676	837	Proteobacteria	Bradyrhizobium	sp	LMG 11947	h	n
AJ279290	AJ279290.1 GI:93676	837	Proteobacteria	Bradyrhizobium	sp	LMG 11949	h	n
AJ279291	AJ279291.1 GI:93676	839	Proteobacteria	Bradyrhizobium	sp	LMG 11950	h	n
AJ279292	AJ279292.1 GI:93676	836	Proteobacteria	Bradyrhizobium	sp	LMG 11953	h	n
AJ279293	AJ279293.1 GI:93676	837	Proteobacteria	Bradyrhizobium	sp	LMG 11954	h	n
AJ007834	g3319867	724	Proteobacteria	Acetobacter	pasteurianus	LMG 1262	h	u
AJ007833	g3319866	704	Proteobacteria	Acetobacter	liquefaciens	LMG 1382	h	u
X85405	g1054634	777	Proteobacteria	Acetobacter	xylinum	LMG 1515	h	u
AJ007832	g3319865	725	Proteobacteria	Acetobacter	hansenii	LMG 1527	h	u
AJ279243	AJ279243.1 GI:98446	462	Proteobacteria	Pseudomonas	agarici	LMG 2112	h	u
AJ279244	AJ279244.1 GI:98446	580	Proteobacteria	Pseudomonas	tolaasii	LMG 2342	h	u
AF209772	AF209772.1 GI:17026	558	Proteobacteria	Pectobacterium	carotovorum	LMG 2404	h	u
U09382	g794223	470	Actinobacteria	Clavibacter	michiganensis	LMG 2889	h	u
U09378	g794219	487	Actinobacteria	Clavibacter	michiganensis	LMG 3663	h	u
U09381	g794222	485	Actinobacteria	Clavibacter	michiganensis	LMG 5627	h	u
AJ279264	AJ279264.1 GI:93676	731	Proteobacteria	Bradyrhizobium	japonicum	LMG 6138	h	n
AF127588	AF127588.1 GI:13270	517	Proteobacteria	Pseudomonas	fluorescens	LMG 1794	h	n
AF209762	AF209762.1 GI:17026	475	Proteobacteria	Xanthomonas	sacchari	LMG 471	h	u
AF209771	AF209771.1 GI:17026	586	Proteobacteria	Pseudomonas	syringae	LMG 5185	h	u
AF209753	AF209753.1 GI:17026	501	Proteobacteria	Xanthomonas	axonopodis	LMG 538	h	u
AF209755	AF209755.1 GI:17026	491	Proteobacteria	Xanthomonas	campestris	LMG 568	h	u
AF127585	AF127585.1 GI:13270	500	Proteobacteria	Pseudomonas	fluorescens	LMG 5939	h	n
AF209756	AF209756.1 GI:17026	495	Proteobacteria	Xanthomonas	cassavae	LMG 673	h	u
AF209757	AF209757.1 GI:17026	483	Proteobacteria	Xanthomonas	cucurbitae	LMG 690	h	u
AF209758	AF209758.1 GI:17026	492	Proteobacteria	Xanthomonas	hortorum	LMG 733	h	u
AF209765	AF209765.1 GI:17026	492	Proteobacteria	Xanthomonas	vasicola	LMG 736	h	u
AF209759	AF209759.1 GI:17026	475	Proteobacteria	Xanthomonas	hyacinthi	LMG 739	h	u
AF209761	AF209761.1 GI:17026	492	Proteobacteria	Xanthomonas	pisi	LMG 847	h	u
AF209760	AF209760.1 GI:17026	551	Proteobacteria	Xanthomonas	melonis	LMG 8670	h	u
AF209763	AF209763.1 GI:17026	523	Proteobacteria	Xanthomonas	theicola	LMG 8684	h	u
AF209764	AF209764.1 GI:17026	523	Proteobacteria	Xanthomonas	translucens	LMG 876	h	u
AF060175	g3719230	481	Proteobacteria	Xanthomonas	campestris	LMG 937	h	u
AF209754	AF209754.1 GI:17026	492	Proteobacteria	Xanthomonas	bromi	LMG 947	h	u
AB031221	AB031221.1 GI:57622	651	Bacteroidetes/Chlorobi	Flavobacterium	columnare	LP8	h	u
AB02621	AB026211.1 GI:66836	311	Actinobacteria	Streptomyces	scabies	LQH-4	h	u
AJ279239	AJ279239.1 GI:98446	485	Proteobacteria	Pseudomonas	balearica	LS401	h	u
AF046813	g2896162	393	Proteobacteria	Salmonella	enterica	LT2	h	p
AF046814	g2905760	516	Proteobacteria	Salmonella	enterica	LT2	h	p
U32967	g1854589	221	Firmicutes	Lactobacillus	delbrueckii	LT4	h	n
AF442744	AF442744.1 GI:19526	624	Proteobacteria	Xanthomonas	axonopodis	Lw	h	u
AF105317	g4008077	226	Firmicutes	Phytoplasma	yellows	LWB3	h	p
AF151311	AF151311.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M1-005-1	h	n
AF151312	AF151312.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M1-005-2	h	n
AF151313	AF151313.1 GI:71088	137	Crenarchaeota	uncultured marine	bacterium	M1-005-3	h	n
MYCPNE001	MYCPNE001	225	Firmicutes	Mycoplasma	pneumoniae	M129	h	p
AF151314	AF151314.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M2-025-1	h	n
AF151315	AF151315.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M2-025-2	h	n
AF151316	AF151316.1 GI:71088	133	Crenarchaeota	uncultured marine	bacterium	M2-025-3	h	n
AF046812	g2896161	354	Proteobacteria	Salmonella	enterica	M298	h	p
AF046815	g2905761	515	Proteobacteria	Salmonella	enterica	M298	h	p
AF151317	AF151317.1 GI:71088	137	Crenarchaeota	uncultured marine	bacterium	M3-050-1	h	n
AF151318	AF151318.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M3-050-2	h	n
AF151319	AF151319.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M3-050-3	h	n
AF151320	AF151320.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M3-0504	h	n
AF151321	AF151321.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M3-0505	h	n
AF151322	AF151322.1 GI:71088	142	Crenarchaeota	uncultured marine	bacterium	M3-050-6	h	n
AF046811	g2896160	344	Proteobacteria	Salmonella	enterica	M313	h	p
AF046816	g2905762	344	Proteobacteria	Salmonella	enterica	M313	h	p
AF151323	AF151323.1 GI:71088	129	Crenarchaeota	uncultured marine	bacterium	M3-150-1	h	n
AF151324	AF151324.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M3-150-2	h	n
AF151325	AF151325.1 GI:71088	134	Crenarchaeota	uncultured marine	bacterium	M3-150-3	h	n
AF151326	AF151326.1 GI:71088	137	Crenarchaeota	uncultured marine	bacterium	M3-150-4	h	n
AF151327	AF151327.1 GI:71088	131	Crenarchaeota	uncultured marine	bacterium	M3-150-4	h	n
AF046810	g2896159	480	Proteobacteria	Salmonella	enterica	M316	h	p
AF046817	g2905763	517	Proteobacteria	Salmonella	enterica	M316	h	p
AF046809	g2896158	396	Proteobacteria	Salmonella	enterica	M318	h	p
AF046818	g2905764	396	Proteobacteria	Salmonella	enterica	M318	h	p
AF046808	g2896157	397	Proteobacteria	Salmonella	enterica	M320	h	p
AF046819	g2905765	345	Proteobacteria	Salmonella	enterica	M320	h	p
AF046807	g2896156	342	Proteobacteria	Salmonella	enterica	M321	h	p
AF046820	g2905766	643	Proteobacteria	Salmonella	enterica	M321	h	p
AF046806	g2896155	344	Proteobacteria	Salmonella	enterica	M324	h	p
AF046821	g2905767	504	Proteobacteria	Salmonella	enterica	M324	h	p
AF151328	AF151328.1 GI:71088	133	Crenarchaeota	uncultured marine	bacterium	M3-450-1	h	n
AF151329	AF151329.1 GI:71088	134	Crenarchaeota	uncultured marine	bacterium	M3-450-2	h	n
AF151330	AF151330.1 GI:71088	134	Crenarchaeota	uncultured marine	bacterium	M3-450-3	h	n
AJ291589	AJ291589.1 GI:11322	343	Actinobacteria	Mycobacterium	fortuitum	M368	h	p
AF151331	AF151331.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M4-005-1	h	n
AF151332	AF151332.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M4-005-2	h	n
AF151333	AF151333.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M4-005-3	h	n
AF045563	g2895858	479	Proteobacteria	Salmonella	enterica	M495	h	p
AF046822	g2905768	500	Proteobacteria	Salmonella	enterica	M495	h	p
AF151334	AF151334.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M5-050-1	h	n
AF151335	AF151335.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M5-050-2	h	n
AF151336	AF151336.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M5-050-3	h	n
AJ291585	AJ291585.1 GI:11322	381	Actinobacteria	Mycobacterium	farcinogenes	M52	h	p
U68452	g1943892	224	Chlamydiae	Chlamydia	psittaci	M56	h	p
AJ269784	AJ269784.1 GI:66870	1334	Proteobacteria	Bartonella	taylorii	M6	h	u
AF151337	AF151337.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M6-050-1	h	n
AF151338	AF151338.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M6-050-2	h	n
AF151339	AF151339.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M6-050-3	h	n
AF151340	AF151340.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M7-050-1	h	n
AF151341	AF151341.1 GI:71088	136	Crenarchaeota	uncultured marine	bacterium	M7-050-2	h	n
AF151342	AF151342.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M7-050-3	h	n
AF151343	AF151343.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M7-400-1	h	n
AF151344	AF151344.1 GI:71088	137	Crenarchaeota	uncultured marine	bacterium	M7-400-2	h	n
AF151345	AF151345.1 GI:71088	135	Crenarchaeota	uncultured marine	bacterium	M7-400-3	h	n
AF151346	AF151346.1 GI:71088	133	Crenarchaeota	uncultured marine	bacterium	M7-400-4	h	n
AF151347	AF151347.1 GI:71088	141	Crenarchaeota	uncultured marine	bacterium	M7-400-5	h	n
AF151348	AF151348.1 GI:71088	133	Crenarchaeota	uncultured marine	bacterium	M7-400-6	h	n
AF291415	AF291415.1 GI:15077	278	Firmicutes	Streptococcus	agalactiae	M781	h	p
AF042845	g3172333	607	Proteobacteria	Vibrio	cholerae	M799	h	p
AF042846	g3172334	509	Proteobacteria	Vibrio	cholerae	M803	h	p
AF042847	g3172335	431	Proteobacteria	Vibrio	cholerae	M803	h	p
AF042844	g3172332	711	Proteobacteria	Vibrio	cholerae	M825	h	p
AF442743	AF442743.1 GI:19526	625	Proteobacteria	Xanthomonas	axonopodis	MA	h	u
D14528	g286120	253	Firmicutes	Mycoplasma	pneumoniae	Mac	h	p
L07847	g293251	281	Actinobacteria	Mycobacterium	avium	MAC-A	h	p
L07848	g293252	281	Actinobacteria	Mycobacterium	avium	MAC-B	h	p
L07849	g293253	281	Actinobacteria	Mycobacterium	avium	MAC-C	h	p
L07851	g293254	282	Actinobacteria	Mycobacterium	avium	MAC-D	h	p
L07852	g293255	281	Actinobacteria	Mycobacterium	avium	MAC-E	h	p
L07853	g293256	281	Actinobacteria	Mycobacterium	avium	MAC-F	h	p
Z46421	g563894	279	Actinobacteria	Mycobacterium	avium	MAC-I	h	p
AB004284	g2190025	494	Proteobacteria	Xanthomonas	campestris	MAFF301081	h	u
AB004282	g2190023	495	Proteobacteria	Xanthomonas	campestris	MAFF301090	h	u
D87080	g1622712	560	Proteobacteria	Burkholderia	glumae	MAFF301169	h	n
AB004286	g2190027	493	Proteobacteria	Xanthomonas	campestris	MAFF301206	h	u
AB004288	g2190029	493	Proteobacteria	Xanthomonas	campestris	MAFF301207	h	u
AB004289	g2190030	494	Proteobacteria	Xanthomonas	campestris	MAFF301294	h	u
AB004287	g2190028	493	Proteobacteria	Xanthomonas	campestris	MAFF301421	h	u
D87079	g1622711	557	Proteobacteria	Burkholderia	plantarii	MAFF301723	h	n
D86379	g2077930	545	Proteobacteria	Pseudomonas	syringae	MAFF301766	h	u
D86377	g2077928	545	Proteobacteria	Pseudomonas	syringae	MAFF302282	h	u
AB004283	g2190024	495	Proteobacteria	Xanthomonas	campestris	MAFF311134	h	u
AF073241	g4587931	509	Proteobacteria	Xylella	fastidiosa	Manteca	h	p
AF093470	AF093470.1 GI:44571	534	Actinobacteria	Renibacterium	salmoninarum	Marion Forks	h	n
L07855	g293258	278	Actinobacteria	Mycobacterium	avium	Mav-A	h	p
L07856	g293259	278	Actinobacteria	Mycobacterium	avium	Mav-B	h	p
L07858	g293261	278	Actinobacteria	Mycobacterium	avium	Mav-D	h	p
L07857	g293260	278	Actinobacteria	Mycobacterium	avium	Mav-D	h	p
Z46422	g563895	279	Actinobacteria	Mycobacterium	avium	Mav-E	h	p
AY033296	AY033296.1 GI:14334	148	Actinobacteria	marine	actinobacterium	MB11A03	h	u
AY033297	AY033297.1 GI:14334	771	Cyanobacteria	Synechococcus	sp	MB11A04	a	n
AY033298	AY033298.1 GI:14334	368	Proteobacteria	uncultured alpha	bacterium	MB11B03	h	n
AY033299	AY033299.1 GI:14334	443	Proteobacteria	uncultured alpha	bacterium	MB11B07	h	n
AY033326	AY033326.1 GI:14334	187	Proteobacteria	uncultured gamma	bacterium	MB11B08	h	n
AY033300	AY033300.1 GI:14334	400	Proteobacteria	uncultured alpha	bacterium	MB11B10	h	n
AY033301	AY033301.1 GI:14334	475	Proteobacteria	uncultured gamma	bacterium	MB11B11	h	n
AY033323	AY033323.1 GI:14334	455	Verrucomicrobia	uncultured	bacterium	MB11C04	u	n
AY033302	AY033302.1 GI:14334	198	Actinobacteria	marine	actinobacterium	MB11C06	h	u
AY033324	AY033324.1 GI:14334	739	Proteobacteria	uncultured alpha	bacterium	MB11C09	h	n
AY033303	AY033303.1 GI:14334	443	Proteobacteria	uncultured alpha	bacterium	MB11D08	h	n
AY033304	AY033304.1 GI:14334	175	Proteobacteria	uncultured gamma	bacterium	MB11E02	h	n
AY033306	AY033306.1 GI:14334	392	Proteobacteria	uncultured alpha	bacterium	MB11E07	h	n
AY033307	AY033307.1 GI:14334	545	Cyanobacteria	Prochlorococcus	sp	MB11E08	a	n
AY033308	AY033308.1 GI:14334	1772	Cyanobacteria	Synechococcus	sp	MB11E09	a	n
AY033309	AY033309.1 GI:14334	409	Proteobacteria	uncultured alpha	bacterium	MB11F01	h	n
AY033310	AY033310.1 GI:14334	546	Cyanobacteria	Prochlorococcus	sp	MB11F02	a	n
AY033311	AY033311.1 GI:14334	184	Proteobacteria	uncultured gamma	bacterium	MB11G09	h	n
AY033312	AY033312.1 GI:14334	417	Proteobacteria	uncultured alpha	bacterium	MB12A07	h	n
AY033313	AY033313.1 GI:14334	427	Proteobacteria	uncultured alpha	bacterium	MB12C06	h	n
AY033314	AY033314.1 GI:14334	187	Proteobacteria	uncultured gamma	bacterium	MB12D03	h	n
AY033315	AY033315.1 GI:14334	416	Proteobacteria	uncultured alpha	bacterium	MB12D10	h	n
AY033316	AY033316.1 GI:14334	398	Proteobacteria	uncultured alpha	bacterium	MB12F11	h	n
AY033328	AY033328.1 GI:14334	251	Proteobacteria	uncultured gamma	bacterium	MB12G02	h	n
AY033317	AY033317.1 GI:14334	222	Proteobacteria	uncultured gamma	bacterium	MB12G11	h	n
AY033325	VERSION AY033325	419	Proteobacteria	uncultured alpha	bacterium	MB13F01	h	n
AY033319	AY033319.1 GI:14334	398	Proteobacteria	uncultured alpha	bacterium	MB13G10	h	n
AY033320	AY033320.1 GI:14334	389	Proteobacteria	uncultured alpha	bacterium	MB13H04	h	n
AY033322	AY033322.1 GI:14334	412	Proteobacteria	uncultured alpha	bacterium	MB21A02	h	n
NEIMEN001	NEIMEN001	665	Proteobacteria	Neisseria	meningitidis	MC58	h	p
NEIMEN002	NEIMEN002	665	Proteobacteria	Neisseria	meningitidis	MC58	h	p
NEIMEN003	NEIMEN003	635	Proteobacteria	Neisseria	meningitidis	MC58	h	p
AF397674	AF397674.1 GI:18462	547	Cyanobacteria	Prochlorococcus	marinus	MED4ax	a	n
AF073234	g4587924	509	Proteobacteria	Xylella	fastidiosa	Medeiros	h	p
AF073230	g4587920	509	Proteobacteria	Xylella	fastidiosa	Meyley	h	p
AF442742	AF442742.1 GI:19526	625	Proteobacteria	Xanthomonas	axonopodis	MI	h	u
L07859	g293262	280	Actinobacteria	Mycobacterium	intracellulare	Min-A	h	p
Z46423	g563896	280	Actinobacteria	Mycobacterium	intracellulare	Min-B	h	p
Z46424	g563897	280	Actinobacteria	Mycobacterium	intracellulare	Min-C	h	p
Z46425	g563898	280	Actinobacteria	Mycobacterium	intracellulare	Min-D	h	p
AF397679	AF397679.1 GI:18462	545	Cyanobacteria	Prochlorococcus	marinus	MIT 9107	a	n
AF397680	AF397680.1 GI:18462	545	Cyanobacteria	Prochlorococcus	marinus	MIT 9116	a	n
